precip,wind_max,day,weekday,month,monthday,hi,lo,humiditymod,wind,windir,eff_high,eff_low,spec,wind_low,wind_missile,wind_melee,wind_move,viz_day,viz_twi,viz_moon,viz_dark
No Precipitation,0,1510,Freeday,Pasturemoon,11,80,65,73,0,Indescernable,90,75,Normal,0,-,-,-,500,300,50,25
No Precipitation,15,1511,Godsday,Pasturemoon,12,75,55,81,15,From Arctic,85,65,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,30,1512,Moonday,Pasturemoon,13,70,55,83,30,Prevailing Direction,75,60,Normal,15,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,45,1513,Twiceday,Pasturemoon,14,70,55,83,45,From Arctic,70,55,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
Moderate Rain (<3/4 inch),0,1514,Thriceday,Pasturemoon,15,80,65,78,0,Indescernable,90,75,Morning Mist/Fog: 2 hours,0,-,-,-,150,100,25,15
No Precipitation,15,1515,Fourday,Pasturemoon,16,80,60,78,15,Prevailing Direction,90,70,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
Light Rain (<1/2 inch),5,1516,Freeday,Pasturemoon,17,85,65,81,5,From Tropics,100,75,Normal,2.5,-,-,-,400,250,50,25
Moderate Rain (<3/4 inch),0,1517,Godsday,Pasturemoon,18,85,70,73,0,Indescernable,100,80,Normal,0,-,-,-,150,100,25,15
Moderate Rain (<3/4 inch),0,1518,Moonday,Pasturemoon,19,90,70,81,0,Indescernable,105,80,Normal,0,-,-,-,150,100,25,15
No Precipitation,0,1519,Twiceday,Pasturemoon,20,85,70,72,0,Indescernable,100,80,Normal,0,-,-,-,500,300,50,25
No Precipitation,0,1520,Thriceday,Pasturemoon,21,85,70,75,0,Indescernable,100,80,Normal,0,-,-,-,500,300,50,25
Moderate Rain (<3/4 inch),0,1521,Fourday,Pasturemoon,22,90,75,79,0,Indescernable,105,85,Heatwave,0,-,-,-,150,100,25,15
Trace Rain (<1/8 inch),0,1522,Freeday,Pasturemoon,23,90,75,89,0,Indescernable,105,85,Heatwave,0,-,-,-,400,250,50,25
No Precipitation,0,1523,Godsday,Pasturemoon,24,90,75,71,0,Indescernable,105,85,Heatwave,0,-,-,-,500,300,50,25
No Precipitation,0,1524,Moonday,Pasturemoon,25,90,75,86,0,Indescernable,105,85,Heatwave,0,-,-,-,500,300,50,25
Moderate Rain (<3/4 inch),0,1525,Twiceday,Pasturemoon,26,90,75,79,0,Indescernable,105,85,Heatwave,0,-,-,-,150,100,25,15
Trace Rain (<1/8 inch),0,1526,Thriceday,Pasturemoon,27,85,70,71,0,Indescernable,100,80,Normal,0,-,-,-,400,250,50,25
No Precipitation,15,1527,Fourday,Pasturemoon,28,80,65,85,15,From Arctic,90,75,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
Trace Rain (<1/8 inch),25,1528,Freeday,Pasturemoon,29,75,55,78,25,From Arctic,80,60,Normal,12.5,-1/-2/-3/X,-1,0.75,400,250,50,25
Trace Rain (<1/8 inch),15,1529,Godsday,Pasturemoon,30,80,60,88,15,Prevailing Direction,90,70,Normal,7.5,0/-1/-2/-3,-,-,400,250,50,25
Moderate Rain (<3/4 inch),5,1530,Moonday,Fallowmoon,1,80,65,53,5,Prevailing Direction,85,70,Normal,2.5,-,-,-,150,100,25,15
No Precipitation,0,1531,Twiceday,Fallowmoon,2,85,70,68,0,Indescernable,95,75,Normal,0,-,-,-,500,300,50,25
No Precipitation,15,1532,Thriceday,Fallowmoon,3,80,65,47,15,Prevailing Direction,85,70,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
Heavy Rain (<1.5 inch),5,1533,Fourday,Fallowmoon,4,85,65,55,5,Prevailing Direction,95,70,Normal,2.5,-,-,-,50,30,15,10
No Precipitation,0,1534,Freeday,Fallowmoon,5,85,70,52,0,Indescernable,95,75,Normal,0,-,-,-,500,300,50,25
Moderate Rain (<3/4 inch),10,1535,Godsday,Fallowmoon,6,85,65,47,10,Prevailing Direction,95,70,Normal,5,-,-,-,150,100,25,15
No Precipitation,10,1536,Moonday,Fallowmoon,7,85,65,54,10,Prevailing Direction,95,70,Normal,5,-,-,-,500,300,50,25
No Precipitation,0,1537,Twiceday,Fallowmoon,8,85,70,58,0,Indescernable,95,75,Normal,0,-,-,-,500,300,50,25
Moderate Rain (<3/4 inch),0,1538,Thriceday,Fallowmoon,9,85,70,44,0,Indescernable,95,75,Normal,0,-,-,-,150,100,25,15
Heavy Rain (<1.5 inch),0,1539,Fourday,Fallowmoon,10,85,70,50,0,Indescernable,95,75,Normal,0,-,-,-,50,30,15,10
No Precipitation,15,1540,Freeday,Fallowmoon,11,80,60,43,15,From Arctic,85,65,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
Moderate Rain (<3/4 inch),5,1541,Godsday,Fallowmoon,12,85,65,49,5,From Tropics,95,70,Normal,2.5,-,-,-,150,100,25,15
Moderate Rain (<3/4 inch),0,1542,Moonday,Fallowmoon,13,85,70,50,0,Indescernable,95,75,Normal,0,-,-,-,150,100,25,15
No Precipitation,0,1543,Twiceday,Fallowmoon,14,85,70,45,0,Indescernable,95,75,Normal,0,-,-,-,500,300,50,25
Heavy Rain (<1.5 inch),10,1544,Thriceday,Fallowmoon,15,85,65,62,10,Prevailing Direction,95,70,Normal,5,-,-,-,50,30,15,10
No Precipitation,10,1545,Fourday,Fallowmoon,16,85,65,48,10,Prevailing Direction,95,70,Normal,5,-,-,-,500,300,50,25
No Precipitation,0,1546,Freeday,Fallowmoon,17,85,70,67,0,Indescernable,95,75,Normal,0,-,-,-,500,300,50,25
Heavy Rain (<1.5 inch),0,1547,Godsday,Fallowmoon,18,85,70,62,0,Indescernable,95,75,Normal,0,-,-,-,50,30,15,10
No Precipitation,15,1548,Moonday,Fallowmoon,19,80,65,69,15,Prevailing Direction,85,70,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
Moderate Rain (<3/4 inch),5,1549,Twiceday,Fallowmoon,20,85,70,41,5,From Tropics,95,75,Normal,2.5,-,-,-,150,100,25,15
Heavy Rain (<1.5 inch),15,1550,Thriceday,Fallowmoon,21,85,65,63,15,Prevailing Direction,95,70,Normal,7.5,0/-1/-2/-3,-,-,50,30,15,10
No Precipitation,15,1551,Fourday,Fallowmoon,22,85,65,62,15,Prevailing Direction,95,70,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,30,1552,Freeday,Fallowmoon,23,80,60,46,30,From Arctic,85,60,Normal,15,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,45,1553,Godsday,Fallowmoon,24,70,55,61,45,From Arctic,70,55,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,30,1554,Moonday,Fallowmoon,25,80,60,48,30,From Tropics,85,60,Normal,15,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,15,1555,Twiceday,Fallowmoon,26,80,65,42,15,Prevailing Direction,85,70,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,30,1556,Thriceday,Fallowmoon,27,75,55,42,30,From Arctic,80,55,Normal,15,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,45,1557,Fourday,Fallowmoon,28,70,55,64,45,Prevailing Direction,70,55,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
Heavy Rain (<1.5 inch),45,1558,Freeday,Fallowmoon,29,70,50,56,45,From Arctic,70,50,Normal,22.5,-2/-4/X/X,-3,2/3,50,30,15,10
No Precipitation,45,1559,Godsday,Fallowmoon,30,70,55,55,45,Prevailing Direction,70,55,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
Moderate Rain (<3/4 inch),0,1560,Moonday,Midsummer,1,70,50,74,0,Indescernable,80,50,Normal,0,-,-,-,150,100,25,15
No Precipitation,15,1561,Twiceday,Midsummer,2,70,50,89,15,Prevailing Direction,80,50,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,30,1562,Thriceday,Midsummer,3,70,50,86,30,From Arctic,75,50,Normal,15,-1/-2/-3/X,-1,0.75,500,300,50,25
Moderate Rain (<3/4 inch),20,1563,Fourday,Midsummer,4,70,55,74,20,Prevailing Direction,75,60,Normal,10,0/-1/-2/-3,-,-,150,100,25,15
No Precipitation,35,1564,Freeday,Midsummer,5,70,50,90,35,From Arctic,75,50,Normal,17.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,20,1565,Godsday,Midsummer,6,75,55,83,20,Prevailing Direction,80,60,Normal,10,0/-1/-2/-3,-,-,500,300,50,25
Moderate Rain (<3/4 inch),10,1566,Moonday,Midsummer,7,80,60,73,10,Prevailing Direction,90,70,Normal,5,-,-,-,150,100,25,15
Light Rain (<1/2 inch),20,1567,Twiceday,Midsummer,8,75,55,72,20,Prevailing Direction,80,60,Normal,10,0/-1/-2/-3,-,-,400,250,50,25
No Precipitation,20,1568,Thriceday,Midsummer,9,75,55,89,20,Prevailing Direction,80,60,Normal,10,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,35,1569,Fourday,Midsummer,10,70,55,87,35,Prevailing Direction,75,60,Normal,17.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,20,1570,Freeday,Midsummer,11,75,55,71,20,Prevailing Direction,80,60,Normal,10,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,35,1571,Godsday,Midsummer,12,70,50,83,35,From Arctic,75,50,Normal,17.5,-2/-4/X/X,-3,2/3,500,300,50,25
Trace Rain (<1/8 inch),25,1572,Moonday,Midsummer,13,70,55,86,25,Prevailing Direction,75,60,Normal,12.5,-1/-2/-3/X,-1,0.75,400,250,50,25
Moderate Rain (<3/4 inch),15,1573,Twiceday,Midsummer,14,80,60,81,15,From Tropics,90,70,Normal,7.5,0/-1/-2/-3,-,-,150,100,25,15
Moderate Rain (<3/4 inch),25,1574,Thriceday,Midsummer,15,70,55,75,25,From Arctic,75,60,Normal,12.5,-1/-2/-3/X,-1,0.75,150,100,25,15
No Precipitation,40,1575,Fourday,Midsummer,16,70,50,83,40,Prevailing Direction,70,50,Normal,20,-2/-4/X/X,-3,2/3,500,300,50,25
Trace Rain (<1/8 inch),30,1576,Freeday,Midsummer,17,70,55,81,30,Prevailing Direction,75,60,Normal,15,-1/-2/-3/X,-1,0.75,400,250,50,25
No Precipitation,45,1577,Godsday,Midsummer,18,70,50,80,45,Prevailing Direction,70,50,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
Light Rain (<1/2 inch),45,1578,Moonday,Midsummer,19,70,50,87,45,Prevailing Direction,70,50,Normal,22.5,-2/-4/X/X,-3,2/3,400,250,50,25
No Precipitation,45,1579,Twiceday,Midsummer,20,70,55,71,45,Prevailing Direction,70,55,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,45,1580,Thriceday,Midsummer,21,70,50,90,45,Prevailing Direction,70,50,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,45,1581,Fourday,Midsummer,22,70,55,89,45,Prevailing Direction,70,55,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,30,1582,Freeday,Midsummer,23,80,60,89,30,From Tropics,85,65,Normal,15,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,30,1583,Godsday,Midsummer,24,80,60,84,30,Prevailing Direction,85,65,Normal,15,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,45,1584,Moonday,Midsummer,25,75,55,88,45,Prevailing Direction,80,55,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
Light Rain (<1/2 inch),45,1585,Twiceday,Midsummer,26,70,55,89,45,Prevailing Direction,70,55,Normal,22.5,-2/-4/X/X,-3,2/3,400,250,50,25
No Precipitation,45,1586,Thriceday,Midsummer,27,70,50,85,45,Prevailing Direction,70,50,Normal,22.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,30,1587,Fourday,Midsummer,28,75,55,90,30,Prevailing Direction,80,60,Normal,15,-1/-2/-3/X,-1,0.75,500,300,50,25
Light Rain (<1/2 inch),20,1588,Freeday,Midsummer,29,80,60,89,20,Prevailing Direction,85,65,Normal,10,0/-1/-2/-3,-,-,400,250,50,25
Moderate Rain (<3/4 inch),0,1589,Godsday,Midsummer,30,90,70,80,0,Indescernable,105,80,Heatwave,0,-,-,-,150,100,25,15
No Precipitation,15,1590,Moonday,Haymoon,1,80,65,87,15,Prevailing Direction,90,75,Morning Mist/Fog: 3 hours,7.5,0/-1/-2/-3,-,-,500,300,50,25
Heavy Rain (<1.5 inch),0,1591,Twiceday,Haymoon,2,70,55,76,0,Indescernable,80,65,Evening Mist/Fog: 5 hours,0,-,-,-,50,30,15,10
Moderate Rain (<3/4 inch),10,1592,Thriceday,Haymoon,3,70,50,75,10,Prevailing Direction,80,50,Morning Mist/Fog: 1 hours,5,-,-,-,150,100,25,15
Heavy Rain (<1.5 inch),0,1593,Fourday,Haymoon,4,80,60,71,0,Indescernable,90,70,Evening Mist/Fog: 5 hours,0,-,-,-,50,30,15,10
Moderate Rain (<3/4 inch),0,1594,Freeday,Haymoon,5,80,65,79,0,Indescernable,90,75,Normal,0,-,-,-,150,100,25,15
Heavy Rain (<1.5 inch),0,1595,Godsday,Haymoon,6,85,70,82,0,Indescernable,100,80,Normal,0,-,-,-,50,30,15,10
No Precipitation,0,1596,Moonday,Haymoon,7,85,70,79,0,Indescernable,100,80,Normal,0,-,-,-,500,300,50,25
Moderate Rain (<3/4 inch),10,1597,Twiceday,Haymoon,8,80,65,86,10,From Arctic,90,75,Normal,5,-,-,-,150,100,25,15
No Precipitation,25,1598,Thriceday,Haymoon,9,75,55,81,25,From Arctic,80,60,Normal,12.5,-1/-2/-3/X,-1,0.75,500,300,50,25
Heavy Rain (<1.5 inch),15,1599,Fourday,Haymoon,10,80,65,83,15,From Tropics,90,75,Normal,7.5,0/-1/-2/-3,-,-,50,30,15,10
Moderate Rain (<3/4 inch),25,1600,Freeday,Haymoon,11,80,60,88,25,Prevailing Direction,85,65,Normal,12.5,-1/-2/-3/X,-1,0.75,150,100,25,15
No Precipitation,10,1601,Godsday,Haymoon,12,85,65,79,10,From Tropics,100,75,Normal,5,-,-,-,500,300,50,25
Heavy Rain (<1.5 inch),0,1602,Moonday,Haymoon,13,75,55,88,0,Indescernable,85,65,Normal,0,-,-,-,50,30,15,10
Heavy Rain (<1.5 inch),10,1603,Twiceday,Haymoon,14,70,50,89,10,From Arctic,80,50,Normal,5,-,-,-,50,30,15,10
No Precipitation,25,1604,Thriceday,Haymoon,15,70,50,72,25,Prevailing Direction,75,50,Normal,12.5,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,10,1605,Fourday,Haymoon,16,75,55,83,10,Prevailing Direction,85,65,Normal,5,-,-,-,500,300,50,25
Heavy Rain (<1.5 inch),0,1606,Freeday,Haymoon,17,80,60,84,0,Indescernable,90,70,Normal,0,-,-,-,50,30,15,10
Heavy Rain (<1.5 inch),0,1607,Godsday,Haymoon,18,70,50,77,0,Indescernable,80,50,Normal,0,-,-,-,50,30,15,10
No Precipitation,0,1608,Moonday,Haymoon,19,80,60,72,0,Indescernable,90,70,Normal,0,-,-,-,500,300,50,25
No Precipitation,0,1609,Twiceday,Haymoon,20,85,65,76,0,Indescernable,100,75,Normal,0,-,-,-,500,300,50,25
No Precipitation,15,1610,Thriceday,Haymoon,21,80,65,88,15,Prevailing Direction,90,75,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,15,1611,Fourday,Haymoon,22,80,65,78,15,Prevailing Direction,90,75,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,15,1612,Freeday,Haymoon,23,80,65,85,15,Prevailing Direction,90,75,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
Heavy Rain (<1.5 inch),5,1613,Godsday,Haymoon,24,85,65,88,5,Prevailing Direction,100,75,Normal,2.5,-,-,-,50,30,15,10
Heavy Rain (<1.5 inch),15,1614,Moonday,Haymoon,25,80,60,90,15,From Arctic,90,70,Normal,7.5,0/-1/-2/-3,-,-,50,30,15,10
No Precipitation,15,1615,Twiceday,Haymoon,26,80,60,71,15,Prevailing Direction,90,70,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
Heavy Rain (<1.5 inch),5,1616,Thriceday,Haymoon,27,80,65,85,5,Prevailing Direction,90,75,Normal,2.5,-,-,-,50,30,15,10
Heavy Rain (<1.5 inch),0,1617,Fourday,Haymoon,28,85,65,88,0,Indescernable,100,75,Normal,0,-,-,-,50,30,15,10
No Precipitation,15,1618,Freeday,Haymoon,29,80,65,83,15,Prevailing Direction,90,75,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,15,1619,Godsday,Haymoon,30,80,65,81,15,Prevailing Direction,90,75,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
Light Rain (<1/2 inch),25,1620,Moonday,Harvest,1,80,60,71,25,Prevailing Direction,85,65,Normal,12.5,-1/-2/-3/X,-1,0.75,400,250,50,25
No Precipitation,10,1621,Twiceday,Harvest,2,80,65,88,10,Prevailing Direction,90,75,Normal,5,-,-,-,500,300,50,25
No Precipitation,0,1622,Thriceday,Harvest,3,85,65,75,0,Indescernable,100,75,Normal,0,-,-,-,500,300,50,25
Moderate Rain (<3/4 inch),10,1623,Fourday,Harvest,4,80,60,71,10,From Arctic,90,70,Normal,5,-,-,-,150,100,25,15
No Precipitation,0,1624,Freeday,Harvest,5,80,65,71,0,Indescernable,90,75,Normal,0,-,-,-,500,300,50,25
Trace Rain (<1/8 inch),10,1625,Godsday,Harvest,6,80,60,74,10,Prevailing Direction,90,70,Normal,5,-,-,-,400,250,50,25
Moderate Rain (<3/4 inch),0,1626,Moonday,Harvest,7,65,45,71,0,Indescernable,75,45,Coldwave,0,-,-,-,150,100,25,15
Light Rain (<1/2 inch),0,1627,Twiceday,Harvest,8,65,45,82,0,Indescernable,75,45,Coldwave,0,-,-,-,400,250,50,25
Light Rain (<1/2 inch),0,1628,Thriceday,Harvest,9,65,45,89,0,Indescernable,75,45,Coldwave,0,-,-,-,400,250,50,25
Moderate Rain (<3/4 inch),0,1629,Fourday,Harvest,10,65,45,80,0,Indescernable,75,45,Coldwave,0,-,-,-,150,100,25,15
No Precipitation,15,1630,Freeday,Harvest,11,65,45,72,15,Prevailing Direction,75,45,Coldwave,7.5,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,15,1631,Godsday,Harvest,12,65,45,78,15,Prevailing Direction,75,45,Coldwave,7.5,0/-1/-2/-3,-,-,500,300,50,25
Trace Rain (<1/8 inch),25,1632,Moonday,Harvest,13,70,50,77,25,Prevailing Direction,75,50,Normal,12.5,-1/-2/-3/X,-1,0.75,400,250,50,25
No Precipitation,10,1633,Twiceday,Harvest,14,80,60,74,10,From Tropics,90,70,Normal,5,-,-,-,500,300,50,25
No Precipitation,25,1634,Thriceday,Harvest,15,75,55,84,25,Prevailing Direction,80,60,Normal,12.5,-1/-2/-3/X,-1,0.75,500,300,50,25
Light Rain (<1/2 inch),15,1635,Fourday,Harvest,16,80,60,75,15,Prevailing Direction,90,70,Normal,7.5,0/-1/-2/-3,-,-,400,250,50,25
No Precipitation,30,1636,Freeday,Harvest,17,70,55,87,30,From Arctic,75,60,Normal,15,-1/-2/-3/X,-1,0.75,500,300,50,25
No Precipitation,15,1637,Godsday,Harvest,18,75,55,90,15,Prevailing Direction,85,65,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
Moderate Rain (<3/4 inch),5,1638,Moonday,Harvest,19,80,65,90,5,From Tropics,90,75,Normal,2.5,-,-,-,150,100,25,15
Moderate Rain (<3/4 inch),15,1639,Twiceday,Harvest,20,80,60,86,15,Prevailing Direction,90,70,Normal,7.5,0/-1/-2/-3,-,-,150,100,25,15
No Precipitation,15,1640,Thriceday,Harvest,21,80,60,73,15,Prevailing Direction,90,70,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,30,1641,Fourday,Harvest,22,70,55,80,30,From Arctic,75,60,Normal,15,-1/-2/-3/X,-1,0.75,500,300,50,25
Trace Rain (<1/8 inch),40,1642,Freeday,Harvest,23,70,50,79,40,Prevailing Direction,70,50,Normal,20,-2/-4/X/X,-3,2/3,400,250,50,25
Trace Rain (<1/8 inch),30,1643,Godsday,Harvest,24,70,55,88,30,Prevailing Direction,75,60,Normal,15,-1/-2/-3/X,-1,0.75,400,250,50,25
Moderate Rain (<3/4 inch),40,1644,Moonday,Harvest,25,70,50,83,40,Prevailing Direction,70,50,Normal,20,-2/-4/X/X,-3,2/3,150,100,25,15
Trace Rain (<1/8 inch),30,1645,Twiceday,Harvest,26,70,55,81,30,Prevailing Direction,75,60,Normal,15,-1/-2/-3/X,-1,0.75,400,250,50,25
Moderate Rain (<3/4 inch),20,1646,Thriceday,Harvest,27,80,60,73,20,From Tropics,85,65,Normal,10,0/-1/-2/-3,-,-,150,100,25,15
Moderate Rain (<3/4 inch),30,1647,Fourday,Harvest,28,75,55,76,30,Prevailing Direction,80,60,Normal,15,-1/-2/-3/X,-1,0.75,150,100,25,15
Light Rain (<1/2 inch),20,1648,Freeday,Harvest,29,80,65,84,20,From Tropics,85,70,Normal,10,0/-1/-2/-3,-,-,400,250,50,25
Moderate Rain (<3/4 inch),30,1649,Godsday,Harvest,30,75,55,73,30,From Arctic,80,60,Normal,15,-1/-2/-3/X,-1,0.75,150,100,25,15
Heavy Rain (<1.5 inch),20,1650,Moonday,Ambyrwoodmoon,1,80,60,67,20,Prevailing Direction,85,60,Normal,10,0/-1/-2/-3,-,-,50,30,15,10
No Precipitation,35,1651,Twiceday,Ambyrwoodmoon,2,75,55,55,35,Prevailing Direction,80,55,Normal,17.5,-2/-4/X/X,-3,2/3,500,300,50,25
No Precipitation,20,1652,Thriceday,Ambyrwoodmoon,3,80,65,45,20,From Tropics,85,65,Normal,10,0/-1/-2/-3,-,-,500,300,50,25
Heavy Rain (<1.5 inch),0,1653,Fourday,Ambyrwoodmoon,4,70,55,49,0,Indescernable,75,60,Normal,0,-,-,-,50,30,15,10
Heavy Rain (<1.5 inch),10,1654,Freeday,Ambyrwoodmoon,5,70,50,70,10,Prevailing Direction,75,50,Normal,5,-,-,-,50,30,15,10
No Precipitation,10,1655,Godsday,Ambyrwoodmoon,6,70,50,50,10,Prevailing Direction,75,50,Normal,5,-,-,-,500,300,50,25
No Precipitation,10,1656,Moonday,Ambyrwoodmoon,7,70,50,41,10,Prevailing Direction,75,50,Normal,5,-,-,-,500,300,50,25
Heavy Rain (<1.5 inch),0,1657,Twiceday,Ambyrwoodmoon,8,80,60,48,0,Indescernable,85,65,Normal,0,-,-,-,50,30,15,10
Heavy Rain (<1.5 inch),0,1658,Thriceday,Ambyrwoodmoon,9,85,65,46,0,Indescernable,95,70,Morning Mist/Fog: 2 hours,0,-,-,-,50,30,15,10
No Precipitation,0,1659,Fourday,Ambyrwoodmoon,10,80,65,67,0,Indescernable,85,70,Normal,0,-,-,-,500,300,50,25
No Precipitation,15,1660,Freeday,Ambyrwoodmoon,11,75,55,54,15,From Arctic,80,60,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
No Precipitation,15,1661,Godsday,Ambyrwoodmoon,12,75,55,66,15,Prevailing Direction,80,60,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
Heavy Rain (<1.5 inch),25,1662,Moonday,Ambyrwoodmoon,13,70,55,43,25,Prevailing Direction,70,55,Normal,12.5,-1/-2/-3/X,-1,0.75,50,30,15,10
No Precipitation,10,1663,Twiceday,Ambyrwoodmoon,14,75,55,44,10,Prevailing Direction,80,60,Normal,5,-,-,-,500,300,50,25
No Precipitation,10,1664,Thriceday,Ambyrwoodmoon,15,75,55,56,10,Prevailing Direction,80,60,Normal,5,-,-,-,500,300,50,25
No Precipitation,10,1665,Fourday,Ambyrwoodmoon,16,75,55,57,10,Prevailing Direction,80,60,Normal,5,-,-,-,500,300,50,25
No Precipitation,10,1666,Freeday,Ambyrwoodmoon,17,75,55,61,10,Prevailing Direction,80,60,Normal,5,-,-,-,500,300,50,25
Moderate Rain (<3/4 inch),20,1667,Godsday,Ambyrwoodmoon,18,70,55,60,20,Prevailing Direction,70,55,Normal,10,0/-1/-2/-3,-,-,150,100,25,15
No Precipitation,20,1668,Moonday,Ambyrwoodmoon,19,70,55,66,20,Prevailing Direction,70,55,Normal,10,0/-1/-2/-3,-,-,500,300,50,25
Heavy Rain (<1.5 inch),30,1669,Twiceday,Ambyrwoodmoon,20,70,50,50,30,Prevailing Direction,70,50,Normal,15,-1/-2/-3/X,-1,0.75,50,30,15,10
No Precipitation,15,1670,Thriceday,Ambyrwoodmoon,21,75,55,51,15,From Tropics,80,60,Normal,7.5,0/-1/-2/-3,-,-,500,300,50,25
Heavy Rain (<1.5 inch),25,1671,Fourday,Ambyrwoodmoon,22,70,50,50,25,From Arctic,70,50,Normal,12.5,-1/-2/-3/X,-1,0.75,50,30,15,10
Heavy Rain (<1.5 inch),0,1672,Freeday,Ambyrwoodmoon,23,65,45,66,0,Indescernable,70,45,Normal,0,-,-,-,50,30,15,10
Heavy Rain (<1.5 inch),10,1673,Godsday,Ambyrwoodmoon,24,65,45,46,10,From Arctic,70,45,Normal,5,-,-,-,50,30,15,10
No Precipitation,0,1674,Moonday,Ambyrwoodmoon,25,70,55,60,0,Indescernable,75,60,Normal,0,-,-,-,500,300,50,25
Heavy Rain (<1.5 inch),10,1675,Twiceday,Ambyrwoodmoon,26,65,45,51,10,From Arctic,70,45,Normal,5,-,-,-,50,30,15,10
No Precipitation,10,1676,Thriceday,Ambyrwoodmoon,27,70,50,53,10,Prevailing Direction,75,50,Normal,5,-,-,-,500,300,50,25
Heavy Rain (<1.5 inch),20,1677,Fourday,Ambyrwoodmoon,28,65,45,56,20,From Arctic,65,45,Normal,10,0/-1/-2/-3,-,-,50,30,15,10
Heavy Rain (<1.5 inch),10,1678,Freeday,Ambyrwoodmoon,29,70,50,65,10,Prevailing Direction,75,50,Normal,5,-,-,-,50,30,15,10
Heavy Rain (<1.5 inch),0,1679,Godsday,Ambyrwoodmoon,30,65,45,55,0,Indescernable,70,45,Normal,0,-,-,-,50,30,15,10
Light Rain (<1/2 inch),0,1680,Moonday,Wintermoon,1,70,50,80,0,Indescernable,80,50,Normal,0,-,-,-,400,250,50,25
No Precipitation,0,1681,Twiceday,Wintermoon,2,75,55,90,0,Indescernable,85,65,Normal,0,-,-,-,500,300,50,25
Trace Rain (<1/8 inch),10,1682,Thriceday,Wintermoon,3,70,55,90,10,Prevailing Direction,80,65,Normal,5,-,-,-,400,250,50,25
No Precipitation,0,1683,Fourday,Wintermoon,4,80,60,89,0,Indescernable,90,70,Normal,0,-,-,-,500,300,50,25
No Precipitation,0,1684,Freeday,Wintermoon,5,85,65,82,0,Indescernable,100,75,Normal,0,-,-,-,500,300,50,25
Trace Rain (<1/8 inch),10,1685,Godsday,Wintermoon,6,80,65,79,10,Prevailing Direction,90,75,Normal,5,-,-,-,400,250,50,25
Moderate Rain (<3/4 inch),0,1686,Moonday,Wintermoon,7,85,65,88,0,Indescernable,100,75,Normal,0,-,-,-,150,100,25,15
Trace Rain (<1/8 inch),0,1687,Twiceday,Wintermoon,8,85,65,87,0,Indescernable,100,75,Normal,0,-,-,-,400,250,50,25
Moderate Rain (<3/4 inch),10,1688,Thriceday,Wintermoon,9,80,60,73,10,From Arctic,90,70,Normal,5,-,-,-,150,100,25,15
No Precipitation,0,1689,Fourday,Wintermoon,10,85,65,71,0,Indescernable,100,75,Normal,0,-,-,-,500,300,50,25
